# 3D Systems, Inc.
# New Model
-50.1526855 -28.4357835 -81.6715956
-50.0731356 -27.6892316 -81.9023699
-49.8105176 -38.5030173 -83.0431804
-49.6675670 -39.0054025 -83.2507685
58.5949831 -10.9689273 32.0274942
59.2667237 -10.5029019 32.0862681
58.7272756 -10.1994500 32.0850201
-49.7471988 -38.0530395 -82.9554796
-50.2717234 -37.4345705 -83.3093300
-49.8037972 -37.7152041 -83.0539092
-50.4554100 -30.0381258 -87.6636356
-50.4228249 -30.3714834 -87.7743661
-50.3628068 -30.0359428 -84.5743716
-50.3480136 -33.4244221 -80.9598938
-50.1807369 -33.9731798 -80.8225647
-50.3325574 -30.1769990 -81.2879428
-50.3009930 -36.7550962 -84.1031075
61.0797070 -2.3535222 28.6888368
61.3709949 -2.1852639 28.2992944
61.0491708 -1.7982754 28.6812726
60.9340630 -8.0860816 22.5571487
61.4163429 -8.0946945 23.0591875
60.8617179 -8.4197652 23.1978763
-50.3116660 -36.0443629 -81.7629993
-50.1279607 -29.7886506 -84.8540366
-51.1215329 -22.2731754 -84.9807933
-53.6797680 -26.9628149 -86.3856375
-53.8897254 -27.2680521 -86.2761140
-49.8853922 -36.5151875 -81.8622336
-50.1930006 -36.7619991 -82.3180005
-50.0064045 -34.8088928 -85.4976624
-49.7481301 -35.9986313 -81.3108310
-50.0160865 -35.0114964 -80.8870643
-49.7757643 -35.4462899 -80.9106529
-50.2561964 -28.7364721 -85.3866264
-50.1298197 -29.1227065 -85.2421522
-49.9728955 -29.4682905 -85.2260292
-50.1750000 -30.5230003 -86.4889994
-49.9511436 -32.6174311 -83.9256570
-50.2962098 -32.8169428 -80.9069648
-50.2107628 -32.0744552 -80.8456466
-50.1940735 -29.5502450 -81.3131556
-49.9788001 -33.2377292 -88.3620679
-49.9645136 -33.0429077 -88.7405798
-50.4870005 -36.0470004 -83.1369981
-50.5269989 -36.4940017 -83.0380023
-50.0717685 -36.2798125 -83.0384642
-49.8670004 -36.7840007 -82.8849971
-50.2443388 -31.7222923 -87.8135562
-49.9615110 -32.3022977 -87.8939405
-49.7361422 -32.8827314 -87.9700035
-50.2279997 -30.0699994 -86.7379978
60.9806441 -3.0936960 29.1194916
61.2961017 -3.2222520 28.9734825
61.0097833 -2.7736381 28.9223567
-49.6967062 -36.9574986 -84.2305347
-49.9719381 -37.2553505 -83.6345553
-49.9453992 -35.8256176 -83.1488743
-50.4033007 -30.7502709 -87.9026279
-49.8424657 -33.7456614 -88.5831863
-49.7192405 -34.1110714 -88.2464498
-49.6254601 -33.4913358 -88.0730748
-49.8560481 -35.1890139 -83.3220184
-49.8270281 -34.5671847 -83.4863558
-49.6516228 -37.5193022 -83.3075717
-47.5483760 -38.6879966 -87.5576958
-47.2507887 -39.2111167 -87.1943980
-47.5543663 -39.1104147 -87.1079713
67.6173642 -9.6543226 30.4982234
67.9485500 -9.8117571 30.1306751
67.5927401 -9.3661370 30.0877374
-50.6742559 -27.6191644 -85.4263529
-50.4295416 -28.1324927 -85.8942047
-50.8246422 -27.5823791 -85.1563513
-50.1007475 -32.4563533 -88.8708308
-49.9784909 -31.6196643 -86.2385556
-49.8670004 -31.1730001 -86.4619985
-49.8081446 -36.3992341 -84.8176703
-50.0270687 -31.2248729 -80.7340965
-50.0529259 -28.9970413 -81.3359171
-49.8149581 -34.2195928 -85.7775137
-50.6921820 -27.4123941 -85.8522728
-50.8994572 -27.1399207 -85.2658004
-50.2244271 -30.5349287 -87.6945630
-50.1818843 -31.0193431 -87.8822207
-49.9641225 -30.7641812 -87.6066685
-49.9756448 -32.1402401 -86.1034393
-50.1195490 -30.2974880 -87.5196457
-50.3644235 -31.2756412 -88.9989436
-49.8594604 -31.8927616 -88.7779221
-49.8769730 -32.3822610 -88.8243765
56.8820722 -54.0664718 44.0535210
57.0394546 -54.2090610 43.5162820
56.8474606 -53.7298918 43.4880219
-49.9565266 -32.0946611 -87.7342671
-50.0095859 -29.5681953 -87.0124921
-49.8950705 -29.3542128 -86.5706876
-50.0717163 -30.5210128 -80.9144452
-50.3280014 -30.5049997 -88.7600034
-50.1240008 -30.5209998 -88.5619968
-49.8554185 -31.2012210 -88.5462612
-49.7385003 -31.4669348 -88.5510966
49.1258353 -49.6719144 49.7255065
49.3433066 -49.7687571 49.5035052
-49.8374738 -32.7973366 -88.8230726
-49.9919839 -36.0269323 -85.0047171
-49.9206297 -31.1974213 -87.8712237
-50.3170006 -30.1500000 -88.5789990
-49.7033782 -33.2096182 -83.8308260
-50.5367182 -28.3041298 -86.6439119
-50.7088676 -27.8045163 -86.5264758
50.7969409 -51.1908866 -15.0671024
50.8525670 -51.3296761 -15.2426017
50.8250147 -51.2213707 -15.2852815
-50.2144434 -28.6961328 -86.4132941
-49.6765748 -36.0023305 -85.2129236
-49.5709367 -35.4496986 -85.5546594
-49.9776863 -30.3867012 -84.6724659
50.8468188 -51.1404313 -14.6623030
50.9714447 -51.1871018 -14.5870326
51.0522798 -51.3432361 -14.7880521
-50.8745834 -27.2029359 -86.4255577
51.8333428 21.6950551 37.9202738
51.9353338 21.4795694 37.4258645
51.8409312 21.9309218 37.5311412
-49.9023609 -34.5145762 -80.6151703
-49.9242768 -29.9264956 -80.8873251
-49.6754535 -31.5854326 -84.3305886
-49.5632142 -32.1591385 -84.1686726
